Local Authority,Calendar Year,Agriculture Total,Area (km2),Commercial Total,Domestic Total,Emissions per km2 (kt CO2e),Industry Total,LULUCF Net Emissions,Per Capita Emissions (tCO2e),"Population ('000s, mid-year estimate)",Public Sector Total,Transport Total,Waste Management Total
Harrogate,2017,398.3179607074673,1309.1279,83.32689949162413,309.6406086875365,1.1553049390992127,101.45990452136407,-28.87893150902703,9.319931813742876,162.28036417094611,66.08292115889508,535.2900044285508,47.202561296169414
Harrogate,2018,397.49341454002285,1309.1279,59.645489245470586,306.0583356286385,1.116499429977596,124.79645152663534,-28.476153495682965,8.98596063213407,162.65824144509335,48.38032461251325,528.8892410613976,24.853450998772388
Harrogate,2019,399.96021247262075,1309.1279,49.28905782438161,298.49883946877367,1.1108785547995537,122.58264260342682,-29.86095048046987,8.940457107387873,162.66305985608278,46.94995059065971,536.7393715266356,30.12298559374615
Harrogate,2020,383.54771164915513,1309.1279,42.70781484178973,288.5859080002007,1.0077868384736395,118.97076857800488,-30.448035690765327,8.09839868744884,162.91144933915916,43.509196126595604,443.1542203448456,29.29428364880828
Harrogate,2021,389.20166042736855,1309.1279,50.92285735027472,299.26974906316224,1.0802386522296568,128.70731001988852,-30.896253678321983,8.617473923964784,164.105,47.7033778523431,498.98624980925194,30.275607448273465
"Kingston upon Hull, City of",2005,4.293925917809027,81.4974,317.6800035804981,604.9828861709204,26.21709036638446,503.58579329641907,6.847897190152268,8.373699146122147,255.159,110.74815823940959,368.86456178290655,219.62147424726518
"Kingston upon Hull, City of",2006,7.369400538083691,81.4974,315.86274542732934,598.1709025228234,25.532386217226822,487.0799867659353,6.775480372515767,8.144217319576438,255.497,103.90101681894787,354.26883149341853,207.3947285607672
"Kingston upon Hull, City of",2007,4.736683710442737,81.4974,290.2064433553902,573.6037260785022,23.69892322417099,453.15471390688833,6.616652332256502,7.551583805074085,255.761,96.11830991038582,352.78794829717435,154.1761479785132
"Kingston upon Hull, City of",2008,5.014361453935752,81.4974,286.15585820229853,571.604012227311,23.46649585054385,427.04944084584946,6.434683482718992,7.448834252257533,256.746,94.61051148077263,339.012811216011,182.57672002121535
"Kingston upon Hull, City of",2009,4.039436854752722,81.4974,242.88811168638787,506.7262328372651,21.509479732885016,389.0331468630918,6.248099746487957,6.845413616824586,256.079,83.14910999919957,333.25177665985655,187.63075893578227
"Kingston upon Hull, City of",2010,4.499647459598087,81.4974,247.28340657207008,544.3022595204317,22.04491991465644,432.34175673034247,6.084859526595769,7.013216236826227,256.174,86.01021443889255,325.9189406834437,150.1625713213467
"Kingston upon Hull, City of",2011,4.555007901775887,81.4974,227.7900778545085,476.1697737484339,20.308599204863892,379.51679881336906,5.882826888060521,6.462121843170955,256.123,77.67240160105706,323.50980173221006,160.00134429905907
"Kingston upon Hull, City of",2012,4.768840732455692,81.4974,230.0524992273031,503.68242257948094,20.73447178092299,393.9037996255796,5.779096065634745,6.5756082260884865,256.98087270685494,80.46648027311036,322.44752474368465,148.704877271344
"Kingston upon Hull, City of",2013,4.963373377164052,81.4974,224.72267395963948,489.1033003566598,20.020820685260098,399.5149302323134,5.597045523406354,6.349160835560612,256.98590317264296,80.10489499778187,322.01461401216676,105.6239992557851
"Kingston upon Hull, City of",2014,4.6369064401247515,81.4974,190.51385510928162,413.7498549168274,17.598585046482725,375.34813116978773,5.462714398066738,5.562426783929705,257.84409946947113,69.36451432936119,331.0321583291636,44.130790274608295
"Kingston upon Hull, City of",2015,5.614322706569334,81.4974,172.215130831794,400.1155606585715,16.862867425956065,347.6722926609669,5.376080529285292,5.2903793509897135,259.7696234208638,61.65183843354717,333.21726230736516,48.417363632012226
"Kingston upon Hull, City of",2016,5.149048782351088,81.4974,155.32891699915143,377.2680619721904,15.90698933003651,321.80340681097385,5.238695864516086,4.925301455887825,263.2079038890087,51.99046597958387,340.39461892694544,39.20505689000517
"Kingston upon Hull, City of",2017,4.917483890844412,81.4974,113.28354464925023,361.20511005609984,15.51858811538445,326.42330894000065,5.141435804063039,4.7685100253655985,265.2242684501365,65.22171124242108,344.75292985919515,43.77905863285827
"Kingston upon Hull, City of",2018,5.141793585386118,81.4974,72.06151921786174,349.40184017923525,15.107886214630726,347.3443921393255,5.313246544462407,4.62471032778604,266.2336359945979,72.14040438604606,341.8093158276713,38.04093410825773
"Kingston upon Hull, City of",2019,4.803325435903593,81.4974,60.65784239717427,343.8930686070558,14.512568463681937,323.5677122087277,5.224845354210683,4.427318477828126,267.1451360536136,60.87416350388614,345.82857791648695,37.887061688627256
"Kingston upon Hull, City of",2020,3.716900282334581,81.4974,48.60852184400414,332.96775079429835,13.24262333065454,300.2484403825389,5.457492868177614,4.028086560133932,267.9285448602179,61.78542631355084,289.15199824601746,37.30283989676336
"Kingston upon Hull, City of",2021,5.0364601157668,81.4974,54.11120068954914,344.1945272135805,13.752381366903801,331.7263086039519,5.426598837322474,4.206149916540404,266.463,71.85598376108912,265.5878326858083,42.84441330403764
Kirklees,2005,105.86841421966604,408.5516,397.6348408082233,1052.8635428200496,7.554335882653989,649.2042754670872,-9.027444656052904,7.701899591229124,400.724,111.475950527016,726.7411026808163,51.57532992889345
Kirklees,2006,108.92637639566361,408.5516,388.59712767245423,1039.3603016137715,7.420663486512966,628.1271780645925,-10.494572369412987,7.499329502051745,404.266,106.12424565343561,717.6437605238473,53.43952292209822
Kirklees,2007,102.54375749434341,408.5516,353.0794727015592,999.4770490928944,7.213638151411333,585.2519826490823,-11.98104695513823,7.223851050753583,407.974,96.0786534408406,725.4096301076839,97.28391004887662
Kirklees,2008,100.09981348626471,408.5516,350.46437262866755,994.8419145402929,7.088225456520731,536.6438308460067,-13.635540678929546,7.032191904028526,411.807,93.62417090572121,693.4439304697551,140.42335922449735
Kirklees,2009,100.37913848102576,408.5516,308.5708252775087,907.6731665526477,6.472062791201288,481.94383610090006,-14.484049333520858,6.374800459625473,414.785,82.42988442727199,667.2386754810833,110.42013165883591
Kirklees,2010,99.58484085697327,408.5516,328.76635040900953,978.5267566922753,6.756263816446621,514.6903442666172,-15.08301594807746,6.598195225000235,418.339,87.79149774941514,667.7957446833703,98.2098735217908
Kirklees,2011,98.99072112415715,408.5516,299.8545523175355,863.7813245234775,6.265436758956233,467.52654050455374,-15.027476791087912,6.051857608270996,422.97,80.14242882459364,664.0328846130965,100.45323745405742
Kirklees,2012,97.21622758047491,408.5516,287.8838712243226,925.9102568620215,6.271368202134424,446.99321593013656,-16.426599527299512,6.021519514382395,425.50348081599395,76.11470197311087,646.9139327191931,97.57190640918196
Kirklees,2013,95.13924834019639,408.5516,296.38786861777834,899.1868323992713,6.212127136095572,454.8145838631034,-17.958711286586652,5.931931751919855,427.84957531479597,79.8277945228402,645.7276474729199,84.84921692574095
Kirklees,2014,95.38014870251044,408.5516,271.3265191802696,767.0173931472226,5.798504266933073,436.76604996466506,-18.13081064958093,5.516949391181442,429.4018356682842,74.14363249952409,677.5476803918988,64.9375826258237
Kirklees,2015,95.82186970205376,408.5516,249.543009027534,749.6076231121477,5.6578013004872085,415.61101320543804,-18.70639500311322,5.340794638263451,432.80147063428575,68.31769182451659,681.5655422753492,69.74341965220407
Kirklees,2016,94.77672732799012,408.5516,241.05458980756552,710.5641963435678,5.4647829934778445,368.4061584290994,-18.508478434544813,5.089814840006206,438.649716309806,59.902186486301055,704.7281293210799,71.72232635710397
Kirklees,2017,96.78209742315619,408.5516,183.62001805047285,677.5773777646468,5.2034448583771,350.8769580040844,-19.47667475762439,4.819939970859187,441.0585474621142,62.15873844123516,700.1936834700554,74.14352400571111
Kirklees,2018,94.25038678249406,408.5516,144.58453830648148,663.8554690934433,5.104703052893756,375.0979828741617,-18.896442732032966,4.720523255350902,441.8015730397242,63.385262255375885,691.1932819219428,72.0641212827617
Kirklees,2019,91.99954688612038,408.5516,135.32528152905093,657.0629742119102,4.951387631879929,350.9475940219221,-16.611773382606433,4.578284757434669,441.8461162643448,53.12008871584058,688.291631567111,62.761995675407924
Kirklees,2020,88.98576726497012,408.5516,110.04692587380266,630.3413340425527,4.419894893745545,312.96644972752097,-19.904876163243863,4.0980552390591605,440.63708889540044,43.92196200762556,572.7180873985798,66.67948051976461
Kirklees,2021,89.83845417307097,408.5516,137.03094946048662,653.296587130523,4.759580384013693,357.84709404267664,-18.884468381730706,4.487162213929478,433.355,58.79560705732976,598.2338218059333,68.37613592911916
Leeds,2005,96.51953848857076,551.7068,979.5809978103283,1906.910149317857,11.389355118638546,925.6090888452011,-16.099925050752322,8.548466733828663,735.054,331.76120637799335,1752.4181750975547,306.8854356809397
Leeds,2006,96.51119889953671,551.7068,1016.7610011004437,1882.0083296566543,11.279861079368807,915.5484678219499,-16.926744267954994,8.453059288652481,736.204,317.4395949349642,1721.0685530525623,290.7656593449544
Leeds,2007,89.82982120963308,551.7068,970.5909620317559,1803.4667795650998,11.35706960301679,887.1826902640194,-18.163554511923348,8.483769129194195,738.56,296.92309440221385,1728.0258545101474,507.9168805867176
Leeds,2008,91.91800827675914,551.7068,975.5218107527957,1795.5595526117563,11.153639869213627,843.8771187335182,-19.895164042615637,8.296925108500831,741.665,289.0230210142581,1670.4276300519698,507.106983197827
Leeds,2009,87.53665221696093,551.7068,853.894228436668,1634.730300615359,10.011446764693426,746.9684321162796,-20.43191059784907,7.425049917553604,743.885,253.23960855797688,1592.6383200731516,374.80762650081596
Leeds,2010,85.32014647986,551.7068,886.1023374131001,1752.8587071572267,10.221273436976874,804.8892182654076,-20.982739324155574,7.54329162024679,747.571,272.4120417870284,1577.9146796667615,280.6316683942861
Leeds,2011,82.58444276122043,551.7068,809.1976889436149,1545.7312589440044,9.511411976376285,729.1779214223488,-21.964525132347344,6.990315039728136,750.683,238.75268477497735,1560.462195847496,303.56899740691864
Leeds,2012,83.1254257113558,551.7068,857.8082718019518,1654.073486289861,9.974086301662409,773.9967852552661,-21.362137753248877,7.266156438825546,757.315271525235,268.54100077195847,1533.6670075694951,352.921396767366
Leeds,2013,84.0832994630282,551.7068,811.4011654260746,1591.1843669165269,9.688494224478609,753.1737082462028,-23.203756971910387,7.009282559225155,762.5899084879329,271.426112512539,1528.0998245354053,329.0434252777063
Leeds,2014,82.83447052446311,551.7068,679.3050692780124,1351.6009407408067,8.765837570371895,671.6279214491665,-22.895563381126916,6.296833664075646,768.0323879064363,228.15267188469332,1577.202478361651,268.34420641198926
Leeds,2015,84.10359799778378,551.7068,581.7732773588303,1310.8054597463927,8.551540140214255,613.5176889543142,-24.222732076235847,6.073712526420535,776.7807292996164,199.86479626226358,1638.220562501873,313.88019508393677
Leeds,2016,82.37423428211915,551.7068,493.8509692571138,1235.6373190915408,8.269373240807022,570.6854611645906,-22.74936004229709,5.784969395434513,788.6419334027604,222.288040600176,1695.3166080679425,284.8661762700845
Leeds,2017,83.31351914830961,551.7068,385.11255238577644,1178.4520744035844,8.091405212836273,639.8170876152528,-23.862497368354322,5.60778134167289,796.0515942915694,236.30388291920508,1691.044803328597,273.90185504485066
Leeds,2018,87.24818482935046,551.7068,229.7463054039614,1154.0808117612678,7.9798711275119745,757.6459383284102,-23.031531774839877,5.498115087711163,800.7379063439689,239.0475309743718,1664.981579326135,292.83034532336575
Leeds,2019,81.51996746110491,551.7068,208.22529891808958,1131.2692420766061,7.708504874321642,658.130617534906,-23.39204128912634,5.27330101550834,806.48431494602,248.51229329175422,1682.4361994950325,266.1329795080285
Leeds,2020,77.80238391192853,551.7068,169.82565639321672,1089.933967197608,6.863779703327694,603.1794922631094,-23.586247798666665,4.6755731611101865,809.9101020437718,232.95102150899473,1396.588238048575,240.0994245031056
Leeds,2021,83.67468399350692,551.7068,212.28115887175218,1126.6914432026767,7.095898082683778,634.2603401991647,-23.46526979713977,4.838913502394953,809.036,240.90239368805902,1433.9214685413135,206.58900562427127
North East Lincolnshire,2005,20.019850902457392,202.6626,241.8781614222472,419.572565887705,11.39028577258802,1170.411959631047,4.864437331262019,14.543297712494548,158.725,51.349418500848564,268.58721421346456,131.70132152666574
North East Lincolnshire,2006,18.603824525231868,202.6626,251.30534758061282,411.6418643550238,10.84771464694095,1071.0694197975922,4.9542896261317715,13.860576599250582,158.61,51.839303932958686,264.89995612405664,124.11204846552612
North East Lincolnshire,2007,20.013149594944963,202.6626,231.3026528311485,393.1722696445775,9.706255115236743,969.6149952502234,4.5914693191683265,12.403728492626714,158.589,47.90029886922011,264.3885145853308,36.111547822564425
North East Lincolnshire,2008,21.179359281003883,202.6626,245.69562938435385,390.1338012979511,9.622853670324204,913.4349742469332,4.246819341795273,12.287928423566841,158.708,48.72823100051659,256.8033810329013,69.9703486619911
North East Lincolnshire,2009,20.532266685317104,202.6626,217.81035128139462,353.83613796612633,8.499766603709068,774.862440875845,4.528780099886837,10.855098962756394,158.689,44.64106406809894,248.36926961212174,58.00448871205853
North East Lincolnshire,2010,20.205630484326754,202.6626,228.10485963024828,380.6071416200115,8.972207936862777,836.2895231214702,4.3710382976188695,11.439569352978252,158.951,48.08499538574089,245.3961390114943,55.271660674335564
North East Lincolnshire,2011,20.10785062855038,202.6626,207.75005919829738,334.642980331127,8.083818169786316,740.7944124051285,4.367588263578538,10.256284522591391,159.735,42.69182398766211,243.1495634999913,44.78332990180125
North East Lincolnshire,2012,19.50533168692258,202.6626,203.53761448741167,351.43465524805634,8.384286601102913,791.6036057952883,4.5524796718640195,10.640238602100228,159.6939115058271,43.56393302127535,240.8373413224037,44.14636049145679
North East Lincolnshire,2013,18.669940358098593,202.6626,201.18564123090843,344.1155836735904,8.120174502333484,760.9552829758703,4.1604397070930155,10.314410110302592,159.54918017588227,41.66613852113104,238.68542007113913,36.21723055877904
North East Lincolnshire,2014,19.298305146436753,202.6626,183.31092369842187,293.99702365143895,7.492261427533891,707.7947276129926,4.001622947826148,9.525300847764528,159.40716257167668,38.749487432287225,244.24104447956552,27.008045814761374
North East Lincolnshire,2015,18.99436069064754,202.6626,140.68214036477042,282.9791422426959,6.6219503356579725,586.2921155989513,3.7905323836883946,8.421992090492314,159.3472966580367,26.56840115976581,251.4428583466302,31.272121308168046
North East Lincolnshire,2016,17.166886363225885,202.6626,124.24764338531627,267.9659695511185,6.742128087131961,634.7857860665473,4.1666335512161385,8.573609997851422,159.37011457409525,27.981777961198535,257.9945599394022,32.067950853164916
North East Lincolnshire,2017,18.67761930048904,202.6626,86.24685983997605,257.8938512552754,6.891590095763298,707.3312689438592,4.147272793999734,8.76774360514981,159.2961233630616,30.299812036670048,254.68633808348102,37.38454468788874
North East Lincolnshire,2018,18.153172914894323,202.6626,43.25033554788303,248.77706020633687,6.938532805277993,769.8492573857579,4.257908593546568,8.841927776342734,159.0355784476411,35.33455512979721,256.3027102642125,30.256098460503033
North East Lincolnshire,2019,17.16968273616823,202.6626,31.711809764394076,242.81224656466225,6.50796436337996,713.1205993824659,4.124078397219477,8.31521571651144,158.6153653201034,27.391574859145734,253.44947123639582,29.141515649475007
North East Lincolnshire,2020,15.438620225368469,202.6626,26.45142524494968,235.69686382404913,6.049607626910237,678.8953688314218,4.374807822945355,7.755779470884579,158.07943163572503,25.313902758021424,211.0538082209131,28.804413721789665
North East Lincolnshire,2021,14.768494562684872,202.6626,29.525585152633003,241.1274373231597,6.364471785594414,744.0170994876814,4.415339266506674,8.205248189820457,157.197,29.203666775940125,203.68894324192578,23.09383388467567
North Lincolnshire,2005,185.50007518872982,875.6845,176.6260261531211,441.22621825292737,13.191363037023706,9873.095620879663,104.21084178783458,72.3418367186329,159.679,30.648312418581618,488.69253764153154,251.47251307219676
North Lincolnshire,2006,177.2052275949399,875.6845,185.83728950459894,434.12473038579896,13.65776597503966,10305.214665772017,103.70916202667782,74.20992392155529,161.163,30.83202963911831,486.63528045810347,236.33558358836422
North Lincolnshire,2007,177.01812348246384,875.6845,155.47403182315927,420.4710268619229,13.633340240019715,10350.104207457776,98.51958365477907,73.33188820346032,162.801,26.407131956669787,502.37397863294177,208.1366475418317
North Lincolnshire,2008,182.14860676983045,875.6845,180.75041423958277,417.82294903438645,12.491360552955587,9434.126584154234,93.34672977124518,66.48770549380095,164.519,29.136603809506944,473.51965877106994,127.6392735847822
North Lincolnshire,2009,170.7493688593715,875.6845,141.7180117077124,383.13220003950227,9.505401661378126,6858.60814812449,94.39517986910194,50.27258776328772,165.572,23.69123595813093,451.9586036674392,199.4801529173266
North Lincolnshire,2010,176.42923762616155,875.6845,177.84489515173073,415.32657836792663,11.104948266502292,8230.039416084273,93.29886245736981,58.39131416832049,166.539,28.680562643220807,447.787114204046,155.02440374319417
North Lincolnshire,2011,175.97615540486902,875.6845,147.90446323848587,362.61974061501274,10.995520993313498,8201.782446772966,92.26720937284136,57.478732200322554,167.516,24.14882911060397,443.2482793737769,180.6601793806797
North Lincolnshire,2012,174.83601487135235,875.6845,147.9820537476912,382.61921329272616,9.509228839307266,6894.555890197275,93.86682027458839,49.53736292492763,168.0970445308889,24.33555706139352,451.36936091678683,157.51939117255063
North Lincolnshire,2013,169.90542168362444,875.6845,141.15961337905605,375.3977519187933,9.747417800910062,7161.210783892689,92.32991142703196,50.71536280223871,168.30526711531758,23.742370557581047,456.066696386808,115.85013403544528
North Lincolnshire,2014,178.9684227203156,875.6845,108.14075301502724,320.9967816685981,8.93405217475265,6534.836908548628,92.50479349987503,46.38172214466878,168.67444005680213,18.71410094554273,467.884838363365,101.36441286083331
North Lincolnshire,2015,172.94487201440103,875.6845,101.85755720895537,310.8994971804957,10.321590388719647,7772.241006775541,90.93298836303012,53.42342730914905,169.18526522919066,17.248171118523068,476.4677911075354,95.86483498228549
North Lincolnshire,2016,164.37184316055996,875.6845,83.81137679047416,297.3123698608293,9.328443452143182,6921.324472288295,93.74413909400376,47.96651225983212,170.30159074144171,14.547849689739444,495.95898675605264,97.7023025283238
North Lincolnshire,2017,173.9233298764899,875.6845,64.92306654493919,283.18124073200295,8.823708397971403,6490.434492815406,93.310416284262,45.26009649237622,170.71958028027885,16.311703523668303,496.4845245991339,108.21590224748635
North Lincolnshire,2018,170.56776008729258,875.6845,39.4496280570319,276.45140702154043,9.061420496748012,6628.562489015903,93.25625749140721,46.38694505246996,171.0598848018344,15.09536950633836,508.7715254648386,202.79104034018042
North Lincolnshire,2019,168.42180364140245,875.6845,32.24923104866468,270.360420213485,8.62612647430301,6061.0701799358485,93.15170371877697,44.19462363475328,170.92045654726988,13.88347113581887,500.2596317217043,414.3688071710953
North Lincolnshire,2020,146.7798165261703,875.6845,30.051300263734372,261.5791528167886,8.274220518600577,5837.226308712206,94.2948696668775,42.40153654487012,170.88075688137025,12.011584385097615,433.1203035180289,430.5433218315836
North Lincolnshire,2021,157.97401030101116,875.6845,35.281332999731845,267.9314160508891,8.774547752301766,6084.582569519288,94.94593774606695,45.21440191361949,169.94,14.502851679851489,459.3986809069258,569.1186619967299
Richmondshire,2005,276.04922582832614,1318.7074,65.2772070485292,153.06321726751992,0.6260388427562882,34.39452330053238,34.498956622824714,16.396140188479944,50.351,16.53128671386517,214.92213749039934,30.825500358156813
Richmondshire,2006,280.67677442275897,1318.7074,66.91715527320463,154.7280711112945,0.6303949108478702,32.6238322724156,33.96560370722412,16.299167379515456,51.003,15.052341106183736,218.38717937503165,28.955476589313637
Richmondshire,2007,273.5461497156345,1318.7074,66.63672818308821,146.84629693581607,0.6083288903302044,31.157467749852444,31.10724721677147,15.538833326467845,51.626,14.228320031498319,216.97017397748598,21.715425502081896
Richmondshire,2008,273.36413621215036,1318.7074,70.13400197734542,147.5237685118537,0.6065761832472149,30.328041989445538,28.222325127738454,15.345736240035649,52.125,14.781336513496223,219.7014025436576,15.84148863617135
Richmondshire,2009,269.41111160937226,1318.7074,69.25512684285833,138.24112025822325,0.5874944984217554,31.407695511567795,26.45447015414462,14.77370981174785,52.44,14.413124886282251,208.0701770058183,17.480516259790317
Richmondshire,2010,269.495443748446,1318.7074,69.33173624702985,148.8495249340094,0.5953231535566214,32.795846571865624,26.164340576972577,14.846853036035572,52.877,14.48107474256265,205.60625583272332,18.332825332843633
Richmondshire,2011,262.1564782733972,1318.7074,62.20331482096944,129.77265175638576,0.562820563521671,29.171889045734176,23.30123788704966,13.928268470512464,53.287,12.990917331207626,203.1328442299913,19.46630864346251
Richmondshire,2012,265.7855452284599,1318.7074,66.21380714361756,137.20119763311288,0.5696625485479985,30.622942802567948,25.419910905273124,14.198483475520483,52.908341906251856,13.80748348590509,194.61358937471846,17.55374169945
Richmondshire,2013,261.7953791719286,1318.7074,63.68207968124685,134.50427735891475,0.5625051668591906,30.619956646040905,22.042094360007088,14.071917912031095,52.713477346343,14.220691634143446,199.86947540034407,15.045771822823847
Richmondshire,2014,265.24617503934434,1318.7074,54.70845349680813,114.93828485336469,0.5379306946694994,28.967622701748773,21.338374955823078,13.565212268346535,52.29355602514836,12.322522031960155,200.92138669185783,10.930367976902652
Richmondshire,2015,266.4077361575386,1318.7074,49.835703205203316,111.18018747021094,0.534325769354014,25.659982732227796,19.307363337411086,13.52571707362345,52.094786710562815,11.111778806038261,205.49219852562203,15.624395823579246
Richmondshire,2016,261.2660285050594,1318.7074,45.034368990848016,104.2549206960988,0.5229077377041256,24.093308498096164,21.5054560327637,13.092645398613422,52.667912574850426,7.566090042518054,211.25520370205746,14.58692676024792
Richmondshire,2017,273.1607741571712,1318.7074,31.85971071345962,97.97197644172158,0.5199169502287332,26.379751254057666,18.71801304536534,13.204078093073058,51.92474058539095,10.862453167815964,212.44373328147302,14.221917590997872
Richmondshire,2018,271.7644256877417,1318.7074,22.801448672377717,96.33517885492986,0.528552732435712,25.9859208560083,17.981903215746307,13.6366714728078,51.1126487825903,12.505129113249474,241.28142640799902,8.350966745141111
Richmondshire,2019,267.7280660188533,1318.7074,19.922804863805865,92.056640281987,0.5139078717068706,30.968177526116726,16.13380252488883,13.340135597939858,50.801141289954984,10.802162817695326,231.36302669175805,8.719432612995641
Richmondshire,2020,260.235989860096,1318.7074,16.800757631449315,89.02009530467404,0.47090973328981767,27.517918739193398,15.349103532697878,12.098132221673103,51.32958862103007,10.695731591710047,192.88210401804312,8.490449343445418
Richmondshire,2021,267.72542898977895,1318.7074,18.25410439715117,91.32099307926319,0.5141017660886276,27.7057033271737,14.942921628474421,13.462603822513646,50.358,14.301410674642078,236.00536114005004,7.693880057608809
Rotherham,2005,47.60341523540304,286.53430000000003,305.09638385119035,639.1116929461045,9.530363977851138,859.7670396558515,-6.795116195311942,10.807464811076645,252.675,114.1088529947263,646.8854413751897,124.99846127563785
Rotherham,2006,40.61975189632023,286.53430000000003,241.199346283724,630.3405720880409,8.582210096850957,723.3790861884706,-7.146936415082238,9.695304183734777,253.638,77.12573107574926,634.6601287418785,118.91988269501906
Rotherham,2007,38.09523597987157,286.53430000000003,220.34018448026345,599.8157109890317,8.096062509365677,677.2018405072246,-7.697564985762062,9.126601636152873,254.18,69.306907716733,633.0415338826534,89.69575530732247
Rotherham,2008,37.8421125402739,286.53430000000003,210.99510008316204,592.5373067216888,7.770486790145337,600.6302512988086,-8.742116334507733,8.722146240949975,255.271,64.16169264272315,620.4811868349186,108.60545928647272
Rotherham,2009,37.40804217596079,286.53430000000003,184.5705486426764,538.240228854623,6.983158164333091,419.38348842802066,-8.694955055302772,7.80652692764888,256.313,57.45763188790285,593.4610002023601,179.0883512702269
Rotherham,2010,37.08483122804014,286.53430000000003,199.62221804303832,580.2611566866989,7.431107552620214,490.4895772669788,-8.874638978318982,8.288537254089238,256.893,63.05275337265822,596.1626667787779,171.46863641687295
Rotherham,2011,38.35857658571895,286.53430000000003,199.98146109458878,505.4335170632553,7.152250840200868,507.06162473736424,-9.218920248663697,7.952029318790327,257.716,64.20201421447037,587.4912327853721,156.0556816892608
Rotherham,2012,38.3275118353335,286.53430000000003,210.5367019683828,539.4204684488258,7.265013439193644,514.808598635936,-9.398279551593324,8.031891547423108,259.17625107348624,70.72758124762177,574.7051243932208,142.5478333122163
Rotherham,2013,44.026613827665585,286.53430000000003,213.4247397597447,528.9151635062686,7.132572376812944,521.7930517198063,-9.979692627776416,7.856832627595495,260.12093295856494,73.84464344982298,576.7310505945777,94.97106295932271
Rotherham,2014,37.224114075532235,286.53430000000003,177.96573345141763,449.5530362070582,6.373926830431035,479.0318707648404,-9.924096446693573,6.975346838773583,261.82908245604705,61.063575022148555,572.8550376190705,58.57939191540207
Rotherham,2015,39.11783683203226,286.53430000000003,156.60154022691498,436.424610574059,6.132740523672517,433.66950848806147,-10.576363030386874,6.676531669021508,263.19661167572565,54.809641927450386,591.9874528609804,55.20628515302663
Rotherham,2016,35.894920284154104,286.53430000000003,156.00979313384718,413.22175133390647,5.774326223712375,316.13782713911075,-9.591681869772225,6.232335328247892,265.47713422669983,46.60101024570098,605.2972902789161,90.97161193720581
Rotherham,2017,34.89761038054518,286.53430000000003,114.53051434571466,393.5455876747941,5.841968806482223,342.4532222125411,-10.11264202520195,6.274117080134712,266.7984070439563,52.30098909954055,608.5670579716128,137.74210292767242
Rotherham,2018,37.23422816793599,286.53430000000003,86.6929824232935,384.5918250440062,5.945955399801902,401.86196364159036,-9.532483965218262,6.36222844879293,267.78670115762594,49.99972249244127,608.4699589542714,144.40197155513795
Rotherham,2019,34.96213791578295,286.53430000000003,68.93092748019062,380.93566207582154,5.8761396059651085,374.9158618659438,-9.807659089150773,6.272098004914663,268.4453507228634,61.89778192538677,617.0790659922033,154.80177053131024
Rotherham,2020,31.24633260897098,286.53430000000003,60.60654264222484,366.91511337212364,5.229434604692067,364.4605725785703,-9.798379578544129,5.597048668527383,267.7147319223614,45.53384566111745,514.0466251147033,125.40173145205183
Rotherham,2021,33.697553561840486,286.53430000000003,53.237664853475344,375.1497070738272,5.287905492051197,352.42265440576756,-9.670597082051213,5.692197843705442,266.183,47.22103221754903,534.9498834015751,128.15840019906238
Ryedale,2005,357.32693395801823,1506.5937,40.755642029537526,165.3770403224945,0.5796672603136092,137.01735237414965,-102.26475470602598,16.811485379316693,51.948,37.279311803924806,205.42665362131282,32.40486308133207
Ryedale,2006,338.91828385280576,1506.5937,44.99037812847747,167.33866070491104,0.5679455918094455,139.31042377222633,-104.4637580325854,16.502348085145556,51.851,37.98959181803076,200.8023020586869,30.777368260329272
Ryedale,2007,344.8623409934006,1506.5937,42.924004428646995,159.14205725487648,0.5488174841343795,130.07753524733502,-108.8466289111401,15.877049119526596,52.078,33.720169799869794,201.60714210476414,23.358343128953344
Ryedale,2008,351.0222007770375,1506.5937,41.78932804153187,160.4389235026064,0.5317440657550603,118.63790168037994,-115.8261612521195,15.376626861400373,52.1,30.13635872012397,197.67187309865201,17.251834910747327
Ryedale,2009,341.55800737208256,1506.5937,37.53169791241929,150.89970460551106,0.5187276362119866,110.21501723104326,-114.64345446197719,14.983833209978927,52.157,30.137644251704526,190.27483127371863,35.538340548368524
Ryedale,2010,337.2558703947275,1506.5937,37.738135448154445,164.54272978882986,0.5381172754297235,126.33861828931086,-114.01289126336862,15.606154055392526,51.949,32.89171462947096,189.18635984067086,36.7835598957903
Ryedale,2011,332.6612175269647,1506.5937,36.394016385836245,143.00752552020944,0.49214559813047465,112.31626356278399,-115.86363525324384,14.288313599639736,51.893,29.626899291839514,182.64929408897456,20.671876502740485
Ryedale,2012,331.0078224475527,1506.5937,40.40342671169564,150.25846015981446,0.5076851061618484,116.99938764668826,-103.41914426471472,14.68481401330751,52.086133459649886,31.991480922912423,179.07999245769207,18.55375644563091
Ryedale,2013,324.87132807340026,1506.5937,37.7028308802898,146.85522356562564,0.49618316659382616,121.86334382399903,-111.66131843021347,14.315175374509442,52.220557085695226,32.789719390832836,178.88077258293012,16.244532949444643
Ryedale,2014,334.56356006164486,1506.5937,33.16322628047634,127.04691121061167,0.48480505781707384,121.78506250682867,-111.13454073401465,13.871094796843453,52.656567958972644,29.337657438863403,183.0517539801378,12.590615090791307
