,Local Authority,Agriculture Total,Area (km2),Commercial Total,Domestic Total,Emissions per km2 (kt CO2e),Industry Total,LULUCF Net Emissions,Per Capita Emissions (tCO2e),"Population ('000s, mid-year estimate)",Public Sector Total,Transport Total,Waste Management Total
122,South Tyneside,67.31114557014635,1140.2614,1178.4499045387947,5025.360064461923,179.18862484310193,1149.7918845340166,44.61586213635742,80.91742216708214,2524.622231051814,660.0641911260255,3051.5833421227167,841.7572659612058
123,Stockton-on-Tees,611.2376077528002,3565.4253,4314.927131021995,6392.47118217034,312.90745723443064,46210.53825403495,-10.587596735487871,341.7825341799083,3284.8518126235517,470.2730886047461,6175.396387654924,1462.1065679843637
124,Sunderland,136.53034383668185,2373.5059999999994,2504.9581829142935,9493.759661081594,208.17007400130285,6704.336395798763,21.4543477707225,105.0724029849883,4699.572357519358,1083.2375763962896,6921.443542831956,2198.569341283602
125,Allerdale,8187.6061580713,22422.401600000005,1572.8828724621621,3870.9249977174777,19.049329147929516,7175.669939902583,182.39390218015004,261.03465041796994,1637.8035312306224,304.88671004277205,3090.460403787389,740.5696255691972
126,Barrow-in-Furness,401.2208884325838,2245.2801,929.7356649956969,2394.1426899010758,92.37768623831809,6490.905266192351,89.90377147530862,177.1238797232791,1169.6456028358427,232.13418202668507,689.0778104418266,973.6903497662041
127,Blackburn with Darwen,424.44413048348423,2329.3756999999996,1587.6986538653266,4700.263177170434,114.42781621019931,4699.961734783602,38.306680002161904,105.70370269495456,2542.786322837526,1043.5280108243428,2883.316661125508,301.6206272806929
128,Blackpool,67.07072161165193,733.5636,2021.4534086856652,5162.095250552543,268.73183624072897,1044.2540980670435,59.84729989614592,81.39645348299481,2419.7496045463563,820.780016938304,2281.1556547555197,139.33726874957603
129,Bolton,394.8025639611834,2376.4691000000003,2553.4196444520935,9142.553601939599,192.69825746570717,3674.289984607559,-13.776318907406887,96.23916793829285,4792.382077586833,1092.3247103820977,8762.482723087218,1331.6357076010277
130,Burnley,338.9516075631238,1881.6279999999997,861.3931114503966,3031.2697256771125,86.16187155344585,1493.9392541773939,-4.316343021142863,107.3777487264673,1517.166049827201,495.66912115009177,2518.9975747040817,800.836539320542
131,Bury,300.4801724139329,1690.8217,1547.697169873499,6449.676236891447,193.93403653369236,2172.892212560315,-71.2232553925496,103.1153597794893,3195.1866327273738,1016.9120343213738,6915.866784485621,956.3973118910546
132,Carlisle,6584.5350944734755,17954.0196,2067.278976090764,4091.4739973004876,19.55152026559265,2460.8441410258183,-1044.9621954003317,191.01854898822387,1840.3519984896488,548.7478237501397,4839.524405690658,1101.2858781423847
133,Cheshire East,10380.241057241392,19828.080900000004,4903.5007327025005,14894.24112026925,54.6229844889506,9404.892752613636,-280.0301754378199,169.66780963457634,6411.929569905806,1422.693736903984,20440.280650899767,2544.1186804753893
134,Cheshire West and Chester,7612.9148295735,16000.519000000004,4714.830054932787,12066.267170614083,99.14844357803773,46450.06287797387,221.70089987364983,277.2341179201689,5755.8988834360425,1182.1510549623708,16332.206612550504,4739.075634273363
135,Chorley,1142.0179715837119,3449.396899999999,1123.5505293587066,3900.7499282489807,73.3503535841138,1054.4931516689555,47.25687798433354,135.7267620387022,1877.8592619196027,417.49674311810406,6145.498952622393,1052.1406846469376
136,Copeland,2831.462021825451,13187.1992,508.4549725704714,2655.4155155733874,10.565197233383943,583.1119892604374,-615.9590239261388,117.68688582620986,1181.3339795914574,346.3508872127159,1398.7983985407943,487.97468035011116
137,Eden,9888.263118527486,36660.06820000001,1008.7602356389999,2465.1395604480613,13.238155772385687,7377.358429643752,-354.6612961861902,538.9665786506423,902.3097055136294,181.81324200696943,7470.530862781588,510.54252113245025
138,Fylde,1579.302435318985,3104.687900000001,907.6291123107842,3088.7318464477094,71.8766587907316,2139.962070809199,776.207408463448,170.71639178680599,1314.0122297313337,523.5911262632472,3179.509869746822,931.8068859346863
139,Halton,179.50827980462824,1535.4655,2168.5232028365017,3846.262480538433,247.20680813340545,10339.428894025927,52.168976546493255,179.0479477907199,2135.143333232841,322.3129719512738,4170.151217509947,1249.7336976081765
140,Hyndburn,345.7330604141491,1240.9574999999995,631.4319540610261,2737.6751155812176,122.82799484759153,1757.9124636121098,-68.33054318615538,110.03909582695094,1386.5560940483745,196.3991007110553,2638.7529641450556,726.5624385486035
141,Knowsley,128.64618850760823,1470.5033999999996,1201.3250973591303,4569.236281210093,221.0940379446738,5452.622865574347,53.15273400964493,128.56798502641092,2536.2276819138715,582.0864733537338,5863.107329165405,1274.5015318419144
142,Lancaster,4171.682161346782,11118.458999999999,1184.5885875572515,4745.963106748665,32.659524520468956,2040.584157006363,887.2196581278306,154.8751336900594,2348.5840542510896,873.4356475527698,6185.597784176649,1271.1397410324364
143,Liverpool,49.99716587832386,2270.078000000001,6510.280758344112,14103.688922996755,339.0118273345719,5575.888052643152,72.99008010820826,97.29482309123355,7956.310154255546,3480.470142589176,9936.035272124129,5540.254956610859
144,Manchester,86.08575563614443,1966.0211000000008,10187.23502392409,14008.905852673899,462.25317701544856,4643.991566306814,59.476581480910724,106.90652352224672,8628.61327126675,5425.181232337354,11849.280555012652,7198.637524063839
145,Oldham,258.12315966514973,2419.865,2109.4546395979196,7083.806684468376,129.7908036768642,2518.618066347923,114.22095476610971,80.80249342373271,3919.03888183806,1016.4686295533666,4391.067148319389,983.3126666649963
146,Pendle,983.234307324056,2879.4616999999985,632.3849080708002,3154.9616858154614,61.88842585149167,2316.2735663919466,-25.942402782094263,115.23238477499899,1555.6495545179382,217.49450738863337,2374.498983296091,829.7622040633481
147,Preston,1561.8138965201554,2430.0616,2372.5150239924733,4464.309888132871,125.30269617667297,1498.4243791823321,-29.142825365014122,127.72892531619183,2391.7287383257935,1144.2048286537909,5266.322965590783,1632.9206877278884
148,Ribble Valley,3793.092339968098,9936.013800000002,460.10683110530744,2389.227319489417,37.1781575902729,12809.046690219318,-539.8840135020505,373.02431976156,993.5133930915398,177.9711356600495,2086.55004065503,553.4594726122679
149,Rochdale,398.8927460392594,2688.1811,2083.5590896374238,6847.850670705795,136.8799685509793,3408.4847982143187,19.897160156355934,101.25831862717277,3653.448035948832,734.315666805318,7593.819285813329,557.7773136480187
150,Rossendale,470.77265623018826,2346.700400000001,429.34258652750043,2590.898244286573,70.75509616587759,2337.425390370988,72.33138910398588,142.4793227499249,1171.0028196885314,163.43641145400463,2272.1255020035246,1430.7862008763752
151,Salford,190.00040880758917,1652.3558,4085.702777428956,7472.142120382259,317.3059380260615,5099.494614802083,862.3212216002484,129.49047040161224,4106.463135850447,1328.7506398912237,10151.778760704627,1651.1216370773243
152,Sefton,348.2849123657649,3446.8469000000005,2804.7617061576398,9782.729860292926,127.70961743798259,4898.952015657009,332.62178280869574,93.780512398156,4697.792565617864,1868.5264315879092,4677.773830489956,1180.2023410104598
153,South Lakeland,6453.800224611762,29638.0261,1589.1023522864366,4590.211457259565,13.356875740385414,3409.1631187637126,-569.6603810589867,223.50093728162918,1771.7808553654672,379.32944451098166,6651.057605400242,783.5509904615653
154,South Ribble,929.2269090775806,1948.4533000000004,1107.318729773833,3687.269566257074,148.9978406229961,5497.526605907807,74.82039276346589,156.51464645273688,1860.097990440977,251.8544038397464,4332.266233499984,1197.0897621011404
155,St. Helens,362.83767463938864,2318.0978999999998,2607.458086638091,5710.419522054303,201.91175732942497,9744.075085955837,272.715135657738,155.04052723057984,3027.273934419328,1001.058013432868,5593.474342658339,2240.3868831192904
156,Stockport,313.4428490882639,2142.6833999999994,2735.0077573813255,10275.114858712113,208.11971794157307,3716.43970116081,-70.04587406906889,91.7658138185547,4876.6339186559235,1082.2350609126975,7598.0072636789155,581.2492564343942
157,Tameside,241.31321166393514,1753.6230999999996,1803.4417140849835,7168.262604895207,182.78952087055742,3490.745797026076,-10.961686088488749,85.16790938275952,3786.6393799772945,817.1909893501759,4880.86135597568,464.6710858301705
158,Trafford,190.37311166409927,1802.7598999999996,4371.094294329494,8033.70430060483,314.8913156945394,11911.281784776149,246.17880107209652,147.0675335875419,3882.4322599972475,768.8310480534245,6209.776229692583,1661.3155352400488
159,Warrington,495.12399913005993,3100.5178000000005,3180.9992382818773,6762.854540292904,164.8296411203752,5306.38453546876,305.91245171586655,147.8871469647572,3475.6920507834147,683.2405308154302,11544.467818830855,1783.2072537780816
160,West Lancashire,2286.624149150159,6483.465099999998,1000.0028720429483,4054.904766156154,52.62165798294578,3367.446040463732,3858.7766616433223,178.32861961831057,1918.2136135052303,523.7553925598378,3966.634181513131,1010.7196445039696
161,Wigan,477.20924934777577,3198.9087,2415.8839280150046,10169.484565545801,160.10093536487298,5348.611872920777,94.3689833762768,94.78746803850089,5429.390748540905,985.0923731959584,8343.694751359533,2292.023394875925
162,Wirral,369.7968301715495,4305.182000000001,2551.4458064077285,10912.241868166737,109.70291767206959,4233.975408448214,11.681625508634891,87.06724705819482,5432.954318921674,1344.993866764279,7066.336323226872,1291.3533600869184
163,Wyre,2985.3518415506337,5589.115499999999,1129.0231748515214,4104.907486455625,53.343564229438805,2595.777757506869,1436.7145413632438,160.98254804293686,1854.5685661158732,249.62795343296762,3971.821346774804,1064.6195251232793
164,Antrim and Newtownabbey,4710.769212171707,12379.168800000005,787.1670774246855,6001.001478540721,34.35528078394353,3751.351725461513,1005.7798783608587,179.74884396914427,2375.0938933984107,746.9539773738892,6173.541652149186,1840.4832335664596
165,Ards and North Down,3767.8251075176877,9630.044400000002,923.6150842753536,7136.243558073697,40.36471075640831,1665.9927662041216,3059.6503362065077,144.80385706837922,2690.290011764975,576.8947698552622,3794.782141238194,1940.5231058862114
166,"Armagh City, Banbridge and Craigavon",13450.43433633892,24430.166199999996,902.0521695083763,9158.687965278355,31.498086041937004,6408.606451349475,2869.813120480309,224.1258788779768,3455.966565751649,749.5092892080094,9475.34119270419,2250.4658860983072
167,Belfast,431.09127801057707,2341.187299999999,3650.2584839480774,11794.626563403728,289.6068142326763,5242.8274101653515,1465.6694111989848,119.25605289339335,5705.822761630677,5590.0558715272755,6121.430599454348,5587.793057291719
168,Causeway Coast and Glens,11991.601890524067,33754.08819999999,599.3347451199602,6617.988411145716,19.001284763440495,2467.6683034234384,6881.2205469597775,269.0749385871211,2385.5607913979484,565.0538244931672,6872.466803295953,1732.373817301838
169,Derry City and Strabane,7180.822504820985,21271.105499999998,712.184895285056,6152.456737803079,26.864905508133084,5998.069038451179,6108.692474378445,226.44019360739802,2526.210446757328,1024.3013431549084,4732.665314005554,1705.2923574554998
170,Fermanagh and Omagh,16420.899288982182,51205.951600000015,502.8175837561508,5315.9618683254685,15.82375414727512,7523.91444040429,8913.310544046946,420.47140803050536,1932.6665927498668,509.52802617832526,6983.906667154523,1492.6256397208838
171,Lisburn and Castlereagh,3969.473135525608,8677.449399999998,694.3756393724819,6017.514842806835,46.6782005773123,3032.5279458966515,613.7537472736899,173.83350593396742,2343.556214974457,906.0215685688048,5827.807898421353,2764.8619040568287
172,Mid Ulster,15527.084862288913,33273.99120000001,466.9952976069984,5941.9820882734375,25.096041872067808,12702.372048334017,5498.342494429811,352.68515512508657,2384.173923398134,278.32072751419423,7335.340550623877,1369.8840724590857
173,Mid and East Antrim,7645.720154109978,18043.0435,345.33827841593666,6054.0740088648345,28.067496466035912,5879.796020731838,2513.3976936283425,219.7096293076495,2309.5968075937562,293.61080067853914,5336.084312481409,1721.570476546906
174,"Newry, Mourne and Down",11759.577052657169,28599.79359999999,621.9726144079273,7537.856909656824,21.53873783898511,3388.8301163501133,2634.76765199044,209.80621822545473,2948.9458957154225,402.884094479148,8187.822997495945,1701.786009990921
175,Aberdeen City,604.2295223570154,3495.2220999999986,4861.236417983981,8162.896585012603,138.73411515757834,4780.420715152846,531.1315939765484,129.35101509845722,3772.134771183574,2445.831870530947,5433.487902383213,1704.6798233506588
176,Aberdeenshire,19291.670648189884,107748.52959999998,2770.988103143669,11154.21849526208,9.592790538247533,4867.32660320944,8578.083173783016,240.13408255811748,4324.649922844706,646.8886122342101,11282.84625154965,2208.5119512729857
177,Angus,4716.881217886758,37466.17760000001,957.8972446698834,4651.715188083894,11.374068510266877,2541.4952374111226,6712.740176313391,217.5070032255765,1961.521101858711,421.3662470242572,4479.977431635171,585.1549534594219
178,Argyll and Bute,5376.62537075551,121807.91549999996,1340.0388873825784,3918.291626103257,0.7072222902289658,1542.6184401356868,-11227.76565903765,57.19702056550678,1500.2153977919982,313.78359110288875,3388.81682884682,414.95991282422307
179,City of Edinburgh,624.3843106230554,4641.0731,10267.201019507516,16493.70752435044,192.70851445214393,3948.785758063363,1183.2909187261919,109.57652376666351,8268.172880677808,4538.017249498048,13072.658073861041,2482.2082374177908
180,Clackmannanshire,468.4859002414095,2786.514200000001,1724.3311903535575,1831.0772419576178,64.71961986578113,4738.468120902518,368.36342589974925,207.70835087016033,868.886664509603,204.70798798164967,1183.7768431168872,89.15045275844781
181,Dumfries and Galloway,26524.234235003107,113497.34990000003,2459.850689227528,6242.002296520436,6.573871092312736,3254.6605754420766,-5483.626639910161,292.2800847673759,2552.4382569165327,533.9638227671942,9748.251894287758,609.895336174632
182,Dundee City,89.13598572170426,1057.8046,2380.6832490819966,5095.705389946915,245.18351766345313,1838.6981879517084,374.190934737839,104.38866452943311,2489.93104165811,1513.478640368226,3650.6049455041766,313.7528330746123
183,East Ayrshire,5929.428476165306,21595.815700000006,826.7947398101385,4440.022990066628,13.846662156725914,1788.0696108935495,-648.2332726791899,144.2920237321931,2073.5379687385166,554.520205838149,4210.880972635108,488.51415943603513
184,East Dunbartonshire,506.06745663100827,2966.313,1047.9255324880742,4175.112732277352,58.17974010092286,580.2889242355118,328.4041509214176,95.57499396006428,1809.4150441914965,370.73260349452204,2147.7903538772316,995.4029165448121
185,East Lothian,1940.592196588982,11915.934099999995,870.7770079708217,3665.985957016331,36.29673887239126,10711.569076727861,3273.2591025212273,252.02448767879943,1727.9996009859474,514.9294275305705,3697.778642263754,766.8467333994272
186,East Renfrewshire,829.8392607402736,2962.241499999999,552.8849075985337,3578.6104335934992,52.29946737654141,160.4386141387988,369.9318437310189,99.22905620575418,1568.9675370109187,373.91009199826004,2781.371604421075,466.1692844071934
187,Falkirk,1102.2037298727275,5353.869500000001,1413.8185080944322,5534.20880143548,161.48321145353088,33099.59599571216,1342.6152275571037,326.36699804458385,2659.572258772201,862.6924972147301,6072.728075563566,1428.6101388503794
188,Fife,4832.1412617196265,23395.1875,3768.875439076422,13599.190694154231,52.779121681486544,28798.937959462757,6047.631142734818,198.97630532067365,6223.260131983041,1893.5072956803303,10925.740109253173,2767.9436169594064
189,Glasgow City,208.21908392124763,2998.0503,11430.191756378506,18413.035112732217,364.51170338467506,7711.833374754352,1023.6682135752067,108.27018858269564,10184.103388917305,4950.95049909627,14296.736022201663,6249.155448277956
190,Highland,11372.188626781786,450057.14319999993,3187.4215066561283,10404.38796015875,1.8000843750137554,7797.319292615756,1776.9957216741743,206.44522341000035,3937.2207659509672,1009.5989755599938,10552.94946503741,1554.4814713776534
191,Inverclyde,424.2893931413178,2951.6198999999997,757.9079234703279,2882.1404727813137,46.50783794592589,1049.714128351212,63.341178416840414,100.35135289194918,1360.8923168442238,376.9200551163624,2109.6264748251774,410.9697849074481
192,Midlothian,1164.8760877915756,6039.615499999998,1184.4198233170582,2948.9115259639966,29.465956599943333,670.7549864981672,972.9806521581247,122.86048953990016,1463.2190467592902,407.3124896468031,2508.3172315564166,610.8418032646258
193,Moray,4720.827041267928,38371.61119999998,1001.4757295573525,3744.20879138913,7.485013762583503,5699.276970502453,-2504.9537712063793,180.31356066833982,1597.2775325562145,637.8972780679371,2888.776929635123,707.3167910513534
194,Na h-Eileanan Siar,1464.3113413116016,55562.7371,204.13803633584223,1369.8279804158421,6.198901291115414,493.4319439315545,15397.119216400406,745.383333159603,462.09338416866547,94.43651178334281,875.8776726746049,361.3233410936433
195,North Ayrshire,2501.2483562228067,15364.951900000002,2864.913312896875,4915.071671861849,22.954633392454472,6363.814522416391,-433.0184811868349,151.73021567066593,2321.03809787234,516.7534256682104,2928.4420123350305,1089.6480007972496
196,North Lanarkshire,1378.5504928936036,8029.254700000003,3864.5908675418427,11498.031123445746,86.61294490125054,6152.655592864868,1705.9595671108564,121.75464884376439,5723.792223451151,1330.9637096818162,12220.603618169811,2756.727082950695
197,Orkney Islands,4264.8244860607065,18470.3742,208.57089367001873,980.7994691132484,6.807486564191455,271.33633672383775,993.0788584720468,345.8881404864925,365.2239320474777,69.74272277473466,541.5963710689348,66.33463870991416
198,Perth and Kinross,7277.650658292487,92122.05649999998,2180.588769345258,6312.182505454124,5.129501773462352,1579.2637810955582,-1832.139537052855,189.5355677304663,2506.6035680535965,883.6252082089325,10045.340003321906,1349.9740343786495
199,Renfrewshire,1025.159732681894,4577.0749000000005,2867.533884091202,6075.994042265595,76.50588604869591,2331.3393080792694,627.4091834670426,118.04078919323115,2976.2915780672192,945.5735054738468,5449.716902300712,1275.6952496255178
200,Scottish Borders,12991.8608112549,80625.64499999999,1219.0551441306511,4882.744651103826,5.736074055892764,2154.2190564851708,-985.1159061726762,239.2651790152632,1936.5917879049825,511.52340762794614,5703.388441800896,726.7167775410618
201,Shetland Islands,1799.7882263774868,28173.936800000014,245.0669774527192,1026.8684010005634,8.481292260828498,721.6912452020727,9272.576806215438,613.9602251801548,389.45763149615465,89.48090238206956,816.9938974270445,83.49778740797501
202,South Ayrshire,5193.357369318429,20989.65010000001,1464.2280260556543,4404.223535306708,14.078991886809728,2831.5384903212234,-1292.2238894690875,154.43737580553696,1913.6908810383536,457.76646314374915,3928.980298382662,395.2540284038963
203,South Lanarkshire,6112.975944977819,30158.380800000006,3412.2049393443863,11864.038733196867,22.565885819772365,4307.501886087754,-181.64370049611483,127.29579622901055,5359.963732403566,1276.2384316765215,11456.772182489052,1784.2985028422443
204,Stirling,3164.363920107312,38331.81420000001,1148.3274771561462,3550.61255916938,6.602245742562834,3455.2167325806995,-2451.3633166147424,164.60623794124285,1543.064536395656,559.0382945375947,4685.56803961577,775.0631820748752
205,West Dunbartonshire,426.0880630159133,3107.310999999999,1022.5306426222473,2990.7128272612126,50.70415754363669,1025.04562192156,235.4954937135232,102.83058400636304,1528.017137991319,669.2989364829407,2349.112284396816,549.5741588843321
206,West Lothian,1610.2340762556348,7337.0436,2246.7601780672267,6043.938874322079,57.189458577843226,4369.5543025636925,799.4431523188249,140.7009630915055,3001.7685999625314,964.1379298038482,6853.681733017246,1794.6939328296667
207,Adur,124.34783911938014,742.0143000000003,490.5318070653523,1933.5512873712344,119.8857945507492,450.5891955724612,11.834865166206908,84.0649718819194,1065.5226207042324,183.50164717002912,1736.7028864161712,301.7036440908099
208,Arun,653.2051886858436,3819.954399999999,1420.1239203250543,5232.166841008458,57.916734590887316,1009.23691408071,-249.02536422677989,84.90831949908775,2630.054401085112,487.3110738817768,3678.267461229734,782.7895611382737
209,Ashford,1808.5568828263451,9870.4924,1320.3048792727318,4119.230954770486,25.62486182855242,1728.024238039561,-852.8033906766823,123.73412265707896,2069.5937181004174,539.6378116083523,5237.893599319361,977.390550120833
210,Basingstoke and Deane,1522.5504050701823,10774.894100000001,2583.4216271255846,5762.847301254328,36.04675891153146,3097.464297205414,-727.256159700657,134.34831457113745,2920.590970777439,565.7014813559337,8936.74419557359,1105.5862591734399
211,Bracknell Forest,147.12089764502755,1859.5330999999992,2509.787583745198,3717.3157432150565,96.17141616583328,355.43330249250903,-323.01806914076525,91.48805125232303,1976.1656005216782,730.3650275391888,2659.732129680374,722.9064221317648
212,Brighton and Hove,184.97933800040894,1451.5619999999997,3637.782132328316,8138.93812844339,240.83746760443418,736.2259567505924,32.15070266642037,76.51262639870765,4606.189595748501,1500.0648809223894,5387.851332959808,946.1555368008932
213,Buckinghamshire,4982.354181660797,26603.94599999999,5828.797585446419,19686.71874082281,41.14248262423325,4043.3475168683217,-1801.3546129459803,125.16704630184347,8817.446013714558,2234.8929280210023,24948.277897888573,4462.400235240396
214,Canterbury,710.9824583419419,5415.8277,1619.5461557816,4818.461405323382,42.57933961018596,860.1880517878097,-523.7524495364376,90.62013225303002,2560.12651852664,1092.6668398051459,4023.397508828558,963.3551419357859
215,Cherwell,2079.199099163723,10008.600400000003,1814.9524701502664,5021.904739040215,45.74774844981714,5407.556150839571,-113.04702686529122,185.81574018312733,2486.743653259996,636.5604298130455,10764.137553274913,1322.3209042270462
216,Chichester,2671.3569456818195,13811.053299999998,1457.3994606570689,4625.8832881036,19.490577355343383,2333.3201361764404,-2225.863804133665,137.1003435095875,1978.5103546569128,764.3207706914743,5271.60069765191,936.4179582549116
217,Crawley,73.30024411037309,764.5086999999997,3739.3293020481133,3026.058383636909,298.06788557488045,1412.5790119163184,-26.97517711694345,124.20921153244518,1861.4421777598716,424.2273738657271,3959.093363847554,796.828186668453
218,Dartford,103.66893031474427,1297.2768,1972.116166162815,3057.9988598939212,189.09226626667814,957.2943474375389,-11.421298295050306,144.36089045870366,1729.6926122094396,362.25631114604676,6486.757191547901,1501.0359675087966
219,Dover,895.243532184266,5453.280400000001,1491.7252611561937,3584.765220861497,36.37534024215486,1142.0969244498287,-9.21998433775675,104.47660570778714,1910.1574508899853,781.8920348394996,2950.5322967823045,831.4900073508959
220,East Hampshire,1313.2945117655356,8745.3474,1138.8263451455732,4450.902433614593,26.01025878165223,1107.3249932254728,-1105.9404235886625,114.53563039559141,2001.0781673308652,520.957014757437,5536.997196680026,418.15257601470125
221,Eastbourne,85.41835872860509,770.6303999999997,1366.0158637850482,2987.4549010669552,162.45084656554434,369.60366967467405,8.60907563802663,74.00319167525943,1701.003244672375,623.4104807963205,1481.5217748201624,442.0576913222112
222,Eastleigh,226.738817878234,1449.7566000000002,1424.3268220191546,3891.5080751499677,149.3127883934189,1710.6059044417525,29.492859299965325,101.03662923863547,2162.4045972268555,390.5455934632911,4658.045388706861,402.1012706738599
223,Elmbridge,114.94516077884812,1637.6831,1955.0225169293076,5563.03386291135,151.5119125474559,717.687602413873,-124.13918630078295,110.29544532435825,2261.342643646352,549.9193066671567,5209.290082522388,610.0346909982427
224,Epsom and Ewell,22.47440560530852,579.3498000000001,623.274525892742,2739.7562727184677,164.9565385983618,97.10575447054943,-15.222270604773078,74.73480381850075,1295.2250397795246,437.85551919154955,1283.3837058603738,432.99194837479337
225,Fareham,153.58843086922408,1324.2439,1324.4231964255384,3565.120579710412,143.43271728437222,1116.5205523331404,-5.847800959124715,99.67231318390773,1914.3534103046304,524.5074716814231,3692.9026787704165,801.7202396545272
226,Folkestone and Hythe,960.8747633319758,6212.944100000002,1454.4671793695438,3622.3030056432003,32.313162921144276,715.6014966387194,-75.62580852617037,110.51141801687154,1828.030174188644,769.765151625905,3630.1946770912386,731.823942076299
227,Gosport,38.000859811766745,469.33090000000016,721.2335836167407,2304.7839001243738,192.60586211194345,621.05939607629,24.866587643168156,64.80427928119819,1400.252534897957,324.05627335570125,1041.008082401205,242.39617639865565
228,Gravesham,158.56755724391206,1784.2961999999998,980.4767782681458,3129.3684874170162,134.54447360133793,5850.73064491273,-90.50277851503616,139.82337958477734,1748.008173016623,302.2904692571782,3135.990298961328,654.6781293881138
229,Guildford,370.31874991301123,4605.828699999998,2313.940700267071,5030.500273527762,62.654527799590646,743.4328177217369,-830.2813986524977,124.10948500089508,2341.173379470356,1067.0263190277676,7500.820933046373,779.3017418724485
230,Hart,441.6508415703295,3659.5049999999983,1218.3579094873846,3425.6044929166233,45.745020702619385,478.37585444908,-565.8514712264941,106.00527992477951,1589.5769360696995,440.2223022933793,4051.9610273248345,356.98092473422446
231,Hastings,26.1697478815111,523.6187000000001,766.1270644512762,2780.778103812205,205.0878988227322,615.3887775663504,-16.54015388450229,70.26644643095526,1535.126503195942,389.50513698689474,1239.4640069204652,516.0401966946567
232,Havant,88.40684121522888,1342.0871000000006,971.7532516637079,3822.4015255660233,120.60124713986062,1073.3870463031938,6.57983360643662,78.78013421128918,2063.664815618141,318.84940616238043,2848.0048582301406,391.6394743304679
233,Horsham,1627.1100532004184,9026.360800000002,1337.3949686015408,4935.5517499308835,30.245931627708654,2214.947366643247,-967.1138118904087,119.90592209303082,2297.413688387222,391.17383522530685,5167.677775994924,1352.7105095781824
234,Isle of Wight,1127.5615045940663,6678.091300000002,2146.125746702782,4706.73913184527,33.838344976412365,1292.9871733132866,-434.23382810969656,95.47425959709672,2371.304248044781,646.5741127319234,2271.3360824178985,1535.5899114090623
235,Lewes,1013.0342066723442,5005.0176,688.0980202852536,3392.0209171945253,33.663188804742404,716.2204434943447,-208.85916714286833,101.42249537725682,1669.3976911279003,390.529513507014,3090.5766989417716,829.2530399804821
236,Maidstone,1021.4684715688622,6686.9619,1980.451060457632,5272.404352142433,46.32731596849597,1572.363410345193,-455.42447054638984,116.08309495555632,2702.608609747823,807.5277270163857,6958.907557655155,1065.1840566898018
237,Medway,265.51192921752113,4574.0829,2111.512425616561,7958.972834414888,77.62430833479522,2089.6681754220135,-47.81301845774064,78.30445110268074,4566.392032048317,1066.0537183819413,5438.930907884461,2003.0466380212
238,Mid Sussex,883.8727614841047,5678.4998000000005,1311.5207396244066,4978.834242519984,43.903774729232836,1651.3241152060484,-966.7728742207812,103.85334522902401,2422.6799565578976,616.8632738423652,5167.35860162451,1022.1506704601685
239,Milton Keynes,678.4440455838803,5246.653899999998,5255.529292043554,7719.776848474578,97.72005435484554,3775.0879418777845,-27.726251730473127,119.16858944042569,4382.201973297882,1399.8600134967926,9861.871243635575,1496.174765974923
240,Mole Valley,745.3641180403181,4391.458700000001,1453.7797932045287,3536.5244385308106,45.920074322301176,1317.7255257207084,-865.0560693041596,139.14775893262004,1454.9251630265019,388.7853455980797,4886.33143760689,398.66952162141945
241,New Forest,1443.3120756118788,13196.856900000004,1540.048186533651,6302.590484972955,37.3490042731023,11802.995207599213,-2309.2232002260225,164.98094819118498,3001.3945444449705,432.2989562127337,8078.3748790609925,1703.1013366828067
242,Oxford,62.31007601993981,775.2459000000003,3547.942527068516,4159.198504086025,341.15866077520093,1782.6807690092194,27.444496954796932,103.93792095407609,2572.3792607530518,2537.906906141108,2428.8576815380925,1011.4150989155619
243,Portsmouth,45.8070074336614,1022.3103,3323.732686404543,5496.95311650338,304.02083635241996,2035.2425061758456,42.42641405616059,90.53409801669521,3449.479219681027,1689.1887959060093,4874.703494947801,774.5125913780879
244,Reading,56.28356767332755,686.7643000000002,3592.120896904644,4725.615138245606,365.251162516193,1014.6886874929314,32.599917234530814,93.200254643854,2739.3864603836187,1032.8268953501126,2429.8322449746856,1871.4125903370718
245,Reigate and Banstead,292.59392668338717,2195.4463,2011.5737890473115,5186.752244360798,126.90930128065301,906.907052018694,-194.1230245898352,117.92560671466168,2388.7123214188787,796.4933458381552,6268.894676157005,1120.4701041430146
246,Rother,1395.1985038238226,8791.097800000003,721.3465217324635,3604.940492310377,18.733102580975597,1514.3450652274155,-1347.838186037432,106.51463345680767,1552.136191104504,232.94054320670276,3190.834331270433,375.55842768909247
247,Runnymede,136.56815162316317,1326.6919,1414.2899249097502,2866.3727304033578,161.6597843031053,387.4156806653095,-154.08521146403316,154.84152859050772,1396.2315074887608,1153.703402207385,6348.193021684779,463.5850288336395
248,Rushmoor,19.64404491093034,663.765,1667.2343641715247,2781.9357051968836,226.18050776359917,1042.762797169416,-37.85686481911011,93.15812091068233,1625.0079363040443,427.6419313484326,2464.339781659169,465.5161659924811
249,Sevenoaks,1002.7136499031905,6295.897300000002,1215.8840059074334,4633.579113112261,46.91831489396511,906.7505212367817,-832.4277628487374,150.19001562350968,1974.3470666021606,379.73261238226837,9178.38283902985,891.4374954807643
250,Slough,43.40725293544583,553.2122999999999,3992.790420182322,3541.458001094112,517.0004610880449,3077.664585191364,33.4248835491085,118.99888720129914,2443.361975741681,640.1515416763198,3576.866702218353,1918.4139178340229
