,Local Authority,Agriculture Total,Area (km2),Commercial Total,Domestic Total,Emissions per km2 (kt CO2e),Industry Total,LULUCF Net Emissions,Per Capita Emissions (tCO2e),"Population ('000s, mid-year estimate)",Public Sector Total,Transport Total,Waste Management Total
251,South Oxfordshire,1995.7898583797376,11534.862100000002,2044.2651697950166,5239.385200606853,29.24233667950837,2311.406692604608,-726.6706913167727,145.13450503221034,2343.755811296174,525.1419308713918,7146.745187052848,1305.4849508240152
252,Southampton,34.32311092048137,958.5501000000004,3248.7681273101243,6331.4129860620305,336.241458960368,2066.312893533293,40.127391021368844,80.4318714496541,4047.580681936,1770.1620747494817,4447.063982344607,1020.9049699766547
253,Spelthorne,47.028550613674476,869.7420999999998,1471.1689962393227,3258.429498140292,198.2939941483786,874.8520073464385,25.23446271621304,105.25839737953756,1655.306183630249,442.0437004907943,3499.582701047683,526.6386062290234
254,Surrey Heath,102.4154280266185,1616.5810000000001,1432.391788398546,3310.3222566475374,121.14916844568953,1218.0240768217411,-89.67089503511968,132.89171121131352,1482.0858720503527,378.96968831100725,4638.189603197412,529.7959286382076
255,Swale,1181.9523561654073,7174.484500000002,2341.0280117230513,4323.961768669265,65.56930262326898,12828.669929429536,-239.19126523329928,201.25945156804397,2368.4882434102046,606.1377137228698,5697.064583057237,932.4913346102093
256,Tandridge,679.3380151750453,4219.3099,806.8032367167349,3436.7578260830337,49.426090823530245,399.69109722906074,-502.63278503022036,146.33439530880298,1433.2944446011852,348.94756261871714,6655.702240898613,442.6865904278559
257,Test Valley,1778.7549447504985,10669.5723,1614.6492729229528,4259.8586085083525,28.592574231608083,1871.3182711430575,-258.06087284775197,150.0710972921296,2048.98219246366,538.3734626649796,7562.200344251312,578.2317337395097
258,Thanet,1392.3624821513176,1911.8896999999995,1169.5706409216832,4423.166933540319,103.51746518858468,844.5729475713799,85.99351055603915,85.98596900541341,2313.009578009976,428.87724572423264,2323.918768527305,973.5360277232301
259,Tonbridge and Malling,521.7012893562738,4096.5495,1576.5688283250154,4144.316623670663,92.63000614482829,7974.054520630541,-422.53442372224947,184.5156448324532,2089.727461888894,477.38305766246424,7061.328084177019,988.5588056410517
260,Tunbridge Wells,993.970982802064,5632.5879,1521.8449703904062,4169.188959662553,33.18036180955764,799.2620987652103,-877.9261504867187,97.62376861298208,1922.7870350929363,595.2309956933732,3000.803150239285,791.2311368242091
261,Vale of White Horse,1896.9635862791574,9837.2234,2338.3489506346873,4470.049484497356,32.77258800052686,1897.4799529581883,-173.25597469796585,152.55458422154913,2134.9356207135556,587.54651617414,7028.416716603656,918.6430944532517
262,Waverley,579.4080259439484,5867.895099999998,1212.2390687995924,4968.132208116986,33.64510465800639,552.8851345179401,-1262.4172718784905,95.31858023801288,2084.6485029760443,671.2396763676963,4351.751565464591,540.0524610032011
263,Wealden,2381.3545673953217,14215.2402,1045.1953412893874,5917.944863791468,18.76357284203931,975.5536516246839,-2234.481918578901,103.70056723409228,2590.8920882605426,441.9522179186161,6306.466365057464,855.9381444305127
264,West Berkshire,1738.9178818877385,11970.879800000002,2216.6594984413914,5817.162370853886,38.38140024245955,4106.325773211398,-980.2504654517361,174.32929504796508,2647.8138075807265,583.1437263531466,12189.212119304542,1355.836675292224
265,West Oxfordshire,2004.559803548851,12145.174000000005,1106.4204609548199,4063.4232973513485,19.299871776704784,1637.824317018201,-422.70189802870294,129.81488999305145,1821.52469018269,721.1203294567183,3803.4376432607655,874.169040894985
266,Winchester,2064.9314830117596,11238.033599999999,2206.151628157887,4275.265564560942,27.59779220528548,1106.9252225599716,-639.6350259314078,155.21733711548185,2014.6957761847273,869.327246637916,7877.46448081516,483.38799364755425
267,Windsor and Maidenhead,347.1705522113434,3373.262400000001,2848.8238789010356,5559.996892762267,95.05284106056173,1310.4380364296433,-230.11028017345242,129.72955494822017,2491.32128161822,779.3697892024431,7088.641125386267,1156.739108972749
268,Woking,84.6457988076866,1081.2577999999999,1751.0757178209979,3421.9236442596475,150.03549689597622,1331.760886906261,-78.06476662723085,96.66155465996937,1693.5724355867183,284.38491046606754,2291.7770826072147,455.2644490328934
269,Wokingham,457.6562481081111,3042.4134999999987,2700.0964054373094,5645.417119263231,91.99146652722744,797.7062796688792,-179.11239172198427,103.79174858440176,2725.687900964142,410.253677798166,6286.643299513246,344.6381647115637
270,Worthing,50.07499390927628,574.3127,826.6009574007902,3364.5577053055836,238.85000066802132,1096.4603362914734,18.240188285247942,76.5866005572297,1809.9386698694711,491.0921001800166,1636.2691992946093,585.7979769008351
271,Bath and North East Somerset,1856.53365191803,5969.099499999999,1853.5225165109982,5896.208945690238,48.17052305360497,1322.1027493967842,-287.7700655399067,94.40453061155577,3073.1195236261874,1267.4051321601078,4584.367966177568,421.4317550986417
272,"Bournemouth, Christchurch and Poole",220.03782188330453,2956.847400000001,5098.655427473058,12066.236292521487,186.91595335425862,3956.535107592392,-0.14304151050849212,86.15160964380698,6494.266401362996,1671.0124811150406,7429.902556491954,2068.466336436867
273,"Bristol, City of",111.74354387327557,4002.221599999998,6874.998662837996,12295.101732052799,164.37218684580853,3243.911811584191,65.6510646465906,89.29296865430658,7471.735180737769,2717.623995705379,9445.83735142803,3942.4210516088388
274,Cheltenham,134.2668506003942,792.1336999999997,1403.2473958088945,3710.296462325647,219.51051395525087,982.797660987726,5.991043503830922,88.30307836210629,1981.3072086822551,1312.4117856549365,1704.290471591957,975.0321888368792
275,Cornwall,21415.88383123763,61405.01489999997,7644.402333669809,18098.027344336475,20.93017882609696,8279.44769951465,-3777.799593225493,140.1000732404027,9231.580879396875,1715.5214354980246,18092.877973481667,4132.694427025366
276,Cotswold,3567.122986653652,19796.9114,986.0514156288019,3573.7347750463696,12.488759059450192,1509.3498013764536,-1139.1462744375722,170.70424551429028,1457.0117273392586,354.1161768231026,5174.497550277159,517.7357213310248
277,Dorset,14019.99090930766,42858.274999999994,3979.0939986451417,12852.501097109205,20.000826300946805,4464.20358288571,-2827.584233538502,136.6884362218159,6291.489557992695,1143.9081882907783,13701.039357130945,3090.4302668285336
278,East Devon,6190.681724420606,13985.485200000006,1074.410056437268,4717.8771855346595,23.332534178511803,1237.749403229571,-843.3570364851996,139.7483598423253,2352.810434682166,344.57244609716395,5450.071393193192,1023.1013824004533
279,Exeter,154.1238796902995,814.1028000000002,2313.25814365013,3149.9894765556187,235.8322263748845,1505.4117172490478,14.478690617605162,95.39345211094074,2034.9063184169179,1173.4632717815816,1930.9262843944603,1051.9765255922753
280,Forest of Dean,2800.7099125521154,9544.350799999998,454.3603265437414,2924.966663603328,19.77305798131659,2636.268794851613,-1712.4177524993347,132.8305444573895,1426.3531777018275,233.74049770824362,3112.905637084582,650.7013179454411
281,Gloucester,73.06775432959272,694.0521999999999,1982.663510472718,3607.388795351112,275.5126626040373,1665.0783728737333,32.33557120949376,91.01943996442189,2125.1708202743994,652.6345839540761,2161.399908115867,1073.6767747633976
282,Isles of Scilly,12.062223931491515,388.4414999999999,44.05121083178454,69.86902504754778,8.032731005312337,11.57376455801236,-0.02877221162518115,81.633153806377,38.26693213778634,4.183951252125283,35.00069799791492,6.83178569863304
283,Mendip,6366.740232412416,12570.405200000003,1144.6157078612423,3697.8479300845347,28.733718378415727,3253.5277908332746,1189.669678251353,191.48583757122125,1894.6173437773384,334.1160873100781,4308.387695701001,951.8291669209594
284,Mid Devon,6900.569096023611,15519.262600000004,486.5466243749095,2549.868749548165,17.54886621249088,1939.7443894591263,-1148.362282088197,204.27655129146163,1338.9539542179493,177.690919121766,4471.552166691893,642.7116947459836
285,North Devon,6722.500645690312,18780.246799999997,1030.1965308709675,3112.462888726862,13.940817208780112,1806.7508791224614,-1766.1590180460541,162.92023491547428,1613.2379526439784,345.30482324671175,3258.8346276271486,890.813785972035
286,North Somerset,2106.389359345555,6641.967999999999,2131.6018012868103,6603.236549706811,63.616633169872756,3324.5824341085954,-80.36076321395447,120.69542321073345,3519.1380161460734,593.1722835523085,9356.855451431331,819.7959297845147
287,Plymouth,117.06210189882538,1434.2883,2597.986415604999,6915.551440759997,268.8285312353075,3834.1314385819724,3.6835630161639195,88.49315533753794,4383.416955583395,1435.0154096081023,5721.797403965463,2055.808524034245
288,Sedgemoor,4265.861805346204,10301.109199999995,1209.6654887794498,3743.661822783202,39.323235242710076,3442.230570504201,2497.3624434434396,203.55152169623682,2003.9962900746355,343.7360785302182,7210.333246382122,1114.9685637867487
289,Somerset West and Taunton,5976.399474051656,20579.23269999999,1835.436660945721,4750.145821415895,17.997488161546915,1566.754932802511,-1585.5171850682514,147.13114655613663,2533.4224356712975,791.4950358198076,7052.212204803109,1399.8081665218476
290,South Gloucestershire,2318.2670686473816,9119.1689,4099.902083986164,7994.686071688396,74.82642419998558,8008.7518020106645,-232.63934524872496,150.6060755330728,4585.686695407435,940.8883604501981,15400.96826568422,1607.6933670591063
291,South Hams,4803.7799674165035,15388.415299999999,1082.507540929397,3101.955227511632,16.83826285317788,2017.8279687514448,-744.9182509371543,180.13868268972396,1444.0782482129841,212.84371371815286,4155.758256817154,612.2562649260523
292,South Somerset,7426.197513282939,16303.986000000008,1957.8732636804157,5487.4137742692765,28.000623549589342,3560.51162392133,-67.17037564517442,163.70706689198784,2800.3983821366237,614.0218240412506,6500.995073703528,1374.3793229684943
293,Stroud,2646.1889047049863,8094.940999999997,828.2773410910598,4020.1528294496075,36.69948242042074,2822.012099893078,-778.6083889523601,152.25360931211708,1962.28045852377,292.403398041057,6858.546012133461,786.3304462181179
294,Swindon,786.7906980887252,3911.5861000000004,3711.810377400636,6336.224597597846,106.1617798894763,4107.918849665957,-8.271660386113298,115.72428550730763,3645.335864699142,819.2282000712905,7595.947936793967,1077.4652694109323
295,Teignbridge,2591.8862950879725,11561.417799999996,1005.4403585737384,4104.211859326785,24.632838497513024,2687.028368990954,-1514.0721991503053,131.4819737829773,2178.3357903579863,300.1035349774074,6638.1374187656,939.6489204673919
296,Tewkesbury,1943.2603062543699,7054.591999999998,888.7719310867986,2799.3941824592093,38.20323064813569,2835.4712670281647,-340.5765773465687,187.62423169950546,1453.4106631173709,250.78407125805157,6673.349438128176,802.9692225725563
297,Torbay,174.51773914876642,2030.9305,1529.2569463850193,4147.5671964521025,83.7318474827,573.1295075865908,4.738936427105555,74.66558296603709,2288.513214609776,736.9514360925446,2659.1370241736286,177.85197102622095
298,Torridge,8320.346111488008,16918.457800000004,434.8644020728778,2221.99944370759,12.480900033364232,844.4460536541519,-1853.9237969539156,190.3616011652092,1113.6310849884599,121.29229207063688,1807.0558890490977,524.953753175751
299,West Devon,5771.2185859652,19800.197500000002,391.07062324360794,1903.09473530805,10.112669323118139,1251.6678927252328,-1135.7012650476713,218.18692774982713,922.3394112556155,153.3003113679356,3089.335257686655,354.41679109984045
300,Wiltshire,12745.541161762301,55340.746000000014,5545.798104599271,16261.476650494733,21.50928582593429,9746.63993663069,-2800.504877738674,146.6355836591643,8193.532316524297,2381.8961879454087,22007.584991155356,4131.563347176197
301,Blaenau Gwent,157.7223185943457,1848.3743000000006,371.6740370413304,2546.054142789445,74.69475676149045,1874.507572366586,-20.9379862795191,117.71993585325883,1171.4709210630692,221.06786667800233,1570.1362340044807,1401.1798584929859
302,Bridgend,741.43639503029,4337.0518999999995,1114.836356387307,4787.649495519951,71.87665793188954,5204.315195621366,23.851543654367482,131.0273652272079,2391.5475115766985,530.0124755676932,5157.097980226533,778.0238432367023
303,Caerphilly,793.2563960051775,4715.594300000001,939.9907233497391,6114.432155705003,66.96978804964054,3883.088497970918,-250.30811725001567,104.84664347476418,3017.5294724658497,432.21010064470494,4350.653992685585,2313.285121423772
304,Cardiff,271.70048637350635,2540.5633,5917.945633508059,10693.532761103845,284.30144145488845,6239.600826100532,231.3517010585243,124.32090041430493,5868.4481488492975,2104.8214155016467,11770.91510182512,5257.532562610424
305,Carmarthenshire,14960.936306802529,41460.43979999999,1373.3278526318832,7467.375933371231,14.94861164934677,4985.1328783611025,-2571.321183664945,197.84504631101598,3140.3011854447113,587.9942730187489,7413.96681095609,2239.999680365733
306,Ceredigion,9142.858360571723,30702.513400000003,737.3577317850237,3272.7197726162594,9.27003060249702,1309.5043925394443,-840.9177290220658,225.8527970286181,1259.1472445875777,226.5626017524046,2639.57844972186,254.29164306916223
307,Conwy,4509.438885797455,19605.64100000001,1251.7168243620629,4319.156153994569,14.138007872530299,662.0250798963485,-628.0502107694444,141.94134223345478,1955.3313060346643,523.5737808392009,4507.184266152733,1159.9379729037107
308,Denbighshire,4235.042733654462,14388.461700000003,871.1271331582992,3631.9489665869773,16.94029838629046,1459.231960912944,-513.2413354276762,151.1080120675295,1614.7678815754552,667.6502727288217,3394.3133214142745,591.8583891902547
309,Flintshire,2750.9260729876637,8321.513599999998,1711.5969856663928,5558.049542788243,76.60902904817596,17847.138962329293,210.90958733376968,245.1401913509331,2605.633779849747,310.42472129755663,6675.296800470335,2435.8383334321243
310,Gwynedd,7557.161811849076,44590.27410000002,1369.6640144435164,4883.788133816186,8.205199723671159,1761.1620237145248,-1496.5617715538237,180.04226397224917,2031.2430859701508,650.4209671556548,4829.563650990847,1966.6896827452665
311,Isle of Anglesey,4059.4061890817843,12740.454500000002,803.5712746574346,2996.0090928533605,17.23040303410115,1699.613281504056,-145.97521714966788,185.79802820724046,1181.0525277255438,376.8998230655845,2332.315215129373,791.2877451302926
312,Merthyr Tydfil,237.45920939866915,1903.2672999999993,530.4501593542277,2113.4440259331323,57.260303012387304,1051.4724225212456,-100.31140745144482,109.96185435167837,994.5836120244835,266.62933459305407,1546.913416082097,764.6288578965633
313,Monmouthshire,4380.697773792026,15062.946900000006,1069.9420627763084,3501.6234514638454,19.38539926952831,1729.2116457808443,-22.66121078146365,188.29818839890987,1553.4287744059227,377.43317333123167,5798.343381687094,341.9532414915149
314,Neath Port Talbot,765.9605310237864,7681.881799999999,2317.143102416615,4958.35480626688,299.59613926682766,120805.58547789276,-930.8933687097308,964.6081363494644,2387.8332736762227,320.16946667532716,5223.4996444655935,1920.3056096222351
315,Newport,796.625049403921,3696.741799999999,2813.929818427153,4788.103969643595,131.37734061195215,7636.290594376543,237.12777328523322,194.6172097734768,2529.3775124947665,1420.7557470144175,7422.115035709454,3453.764165847982
316,Pembrokeshire,12618.999326443682,28070.315,2265.5745351053397,5080.155722770867,18.806927716862265,4341.633108101844,1315.7063785614364,255.06212134077404,2073.689068008125,231.43665138015524,3964.916701919671,1235.482587161389
317,Powys,20747.547416272522,88322.75369999996,1019.8314348795951,5676.641654683455,6.617741888662895,2364.805235834588,-3713.58449317896,258.3792581015106,2264.052878692492,372.12269655108867,6235.718298709495,1679.1052199273638
318,Rhondda Cynon Taf,940.5110066789016,7210.5534,1790.4757689453404,8247.990198855354,61.0484429410036,4075.6165974318787,-562.6804805941363,109.83155430599378,4013.0848655724294,1032.765936595959,7992.848119969584,2376.182135232381
319,Swansea,1150.087091603105,7154.0419999999995,2579.8940996514903,8217.764457574953,64.53842978028453,3447.6197528298007,143.0395527205844,114.84812764056413,4032.2406381788423,1605.0738078106758,6603.678929681439,3412.2915588459687
320,Torfaen,289.976709628695,2146.0817,658.1223132241814,3046.665445408371,79.67136761157118,2806.34986576102,-12.934521752339117,110.06200746994912,1555.4260803975656,382.3209825420969,2402.7016349305377,484.5189846789429
321,Vale of Glamorgan,1563.4951142121429,5776.406199999999,1064.0590369706858,4435.609675237413,73.23321749490908,11709.8618484759,843.57618089897,195.61253789353722,2169.2244053038876,772.2508610892464,4003.00409672047,491.9556324858347
322,Wrexham,3921.8124902018812,8564.1563,1540.7544937524071,4583.485018738991,51.93989991175747,8656.885447575612,559.4380090644391,195.0629378309387,2288.327566364847,525.6184475204842,4087.099570607151,2290.8724666947537
323,Birmingham,232.2345934975679,4552.450400000001,12852.635286284747,31681.46201010655,359.214273171289,16013.982910166913,182.95590978843003,88.78163410050394,18590.768485787317,6913.8328931779215,24501.20688462874,3816.1107820164293
324,Bromsgrove,942.0388945053236,3688.4628000000016,801.2688315323554,3457.2853324117805,67.25602338020236,712.0561695934261,-248.56948474665617,153.8951915919193,1618.0259670588246,356.13243764313654,7825.261959994937,746.9576422307955
325,Cannock Chase,113.86061230765071,1341.0024999999994,1071.9781444217178,3224.318888888914,105.52290804488746,1381.0939862591176,-250.73224207279864,85.36565909482093,1662.68005143937,206.9462999005319,2029.322591386245,547.1225127594562
326,Coventry,157.3467554960634,1676.8629999999994,3927.635477441332,9506.371323060408,303.2600538061433,5222.952201516748,50.674463795084364,94.09967662191423,5458.103551071207,2280.6847708541345,7399.844573562211,1367.7588816581858
327,Dudley,79.60153979193814,1665.2928,2571.047916566788,10040.025758415662,268.3976984032096,4000.8215706468636,62.95200560204503,83.53611885782969,5369.738153814617,1208.6080987676064,7131.934507143459,1196.8177023265966
328,East Staffordshire,3138.978602321746,6629.784099999998,2369.9598723848367,3790.4551484864414,47.51466419860659,3776.954457755324,-391.0205576393368,160.81503278315208,1975.1172634175211,496.76605064870193,4669.833948417388,678.188078846146
329,"Herefordshire, County of",10584.462434282364,37055.0598,1690.73677414991,6594.869230205887,13.932655184547455,5189.683076396095,-2649.4038286725754,165.69509285432295,3122.2765261122836,594.1973542483016,7252.194516994675,1112.3999151121625
330,Lichfield,1436.4468851616964,5632.004799999998,1141.8704384273403,3635.4419969018004,46.225527008261565,1470.058646120222,386.51633042623615,151.23276848534223,1727.1404041854357,434.0957465781962,6164.601920452854,645.2262708174637
331,Malvern Hills,2488.2763119413557,9810.207,528.6397746163688,2861.2911913118833,20.871491833165255,924.3146145621223,-662.8299898451993,158.72503952577023,1294.9790449674776,235.48897785049002,5041.119766792493,628.0320164269889
332,Newcastle-under-Lyme,1766.1829485166363,3586.2758000000013,1183.790339546551,4160.337225771747,79.7599872636624,2130.7085272303775,-165.90683622870273,135.16375548475398,2118.3005907589245,457.8312394020151,6592.30396028035,700.7121326563642
333,North Warwickshire,937.0369776318037,4832.442100000001,1477.7717866046385,2214.5762628044818,64.1838074224839,3232.920763556477,-178.95138589098894,290.3959655793397,1070.2391603974224,144.25620274513403,9917.777776690273,499.5841527231015
334,Nuneaton and Bedworth,249.41047573195283,1342.1567999999995,1021.1858810006472,3979.1972056284553,146.9836291328825,1407.9172870104928,11.435367987863993,91.45940743423864,2170.2082657258898,449.0190130204267,3445.976867586844,1040.2742155260453
335,Redditch,192.32602166384714,922.2653,768.6101598657684,2565.5101272464094,152.54325199547318,2000.192977215174,-33.64608961369629,98.31608424816356,1438.5940871516664,260.6463692753164,1626.380950429993,895.5881935984045
336,Rugby,1524.9185407968378,6010.474100000002,1696.243917673837,3433.355171911841,104.91195878342714,21176.497367816683,-54.44894668027986,363.23074396838746,1753.3694455283699,558.6621522249088,7677.678690033663,1079.4819914022974
337,Sandwell,26.884298065100886,1454.5013,3906.332361064921,9137.521204856223,363.4842493340879,6996.196887890867,68.43792790893063,99.27380940411936,5392.87075048576,981.3512599903792,8884.94920018769,1097.6394003861915
338,Shropshire,19686.740480703356,54353.688600000016,3375.9697440350815,10893.000842682522,17.26773084878187,5824.446213581317,-1264.540738864952,179.28310326469267,5257.5168850606615,1515.2388673752146,12679.001454520367,2499.8410996908356
339,Solihull,524.3538692504721,3030.7956999999988,4356.745688964013,7352.614920035776,146.50593925813098,2768.7746688553916,-54.127776670097404,125.03920514026996,3563.259134821688,713.4110839191592,9870.15314163576,587.4609174215649
340,South Staffordshire,1721.5618008952122,6924.479099999999,739.6544375129535,3751.5180231717563,44.0437551640125,2289.1112115730293,-287.9942217330739,165.58572967913398,1843.5660942649884,412.8328916146079,8569.216385855605,744.1031251523578
341,Stafford,5010.253387446165,10168.925699999998,1585.8479504144268,4613.544669608713,40.80773782531244,1990.1090810037635,-454.86295769990573,186.5037271130596,2232.49920506924,878.5529396292894,10012.437633106048,774.1675277080789
342,Staffordshire Moorlands,4557.505236376794,9789.446600000001,791.038317304913,3585.8157804165894,45.70857142268612,13786.299309349279,-699.3314128517975,271.6005595190533,1648.149966582661,218.951770917915,3558.215092183342,522.7776183424837
343,Stoke-on-Trent,263.52935346311773,1588.6244999999997,2675.0941865918717,7830.751087976933,285.52105923578125,7696.812077486861,10.684768367383409,106.59392462541774,4278.616153880137,1062.3793415101509,6262.888027665771,879.3758609328163
344,Stratford-on-Avon,3413.3664281760703,16623.779799999997,1973.5012432602632,4772.410383071151,23.70362435668102,2605.36773846206,-399.0999497680384,188.62481922305568,2101.998042767012,387.76543265730606,9156.826836901148,1268.9108147330962
345,Tamworth,60.84907352570168,524.4619000000002,823.193275220928,2338.0018974243712,207.8206358469745,1229.5209678521637,17.521015206150107,83.45807166490034,1309.704829431376,131.8430799794102,1392.4274956474794,418.05528546805164
346,Telford and Wrekin,1370.5885661321172,4935.3329,2107.3324742319155,5097.790518280732,78.84537362494578,5985.007499811598,448.2037220928993,134.5537878288526,2919.4161423618793,1102.2945636064562,5329.398891716796,1449.2759090679074
347,Walsall,134.14483056542562,1767.5478000000005,2290.4152239142477,8384.801435378984,234.94551102568872,4407.284501586695,96.01028486024603,90.18724353424872,4638.41284476636,1013.2621260406664,6844.002203849773,1258.162989882314
348,Warwick,762.0900169450763,4808.9974,2429.173388252955,4695.66872159474,69.33780595187723,1692.499244007559,-95.8005730794961,140.26176945828738,2389.5226303025943,627.3437324703308,8380.903063134101,1122.5534975148564
349,Wolverhampton,51.41395947930857,1180.4205000000002,2694.0378576479998,7829.270093020813,317.85640307917816,4045.92905621696,69.7507673303228,87.77681446060559,4301.693048856311,1290.3304938804536,5123.939152708864,966.1647521226292
350,Worcester,73.97108647992947,565.7293999999997,1086.8616759240479,2946.802249968665,262.4268071565358,1275.795080161751,28.479019633681695,87.82557644087386,1704.6270187281996,677.2406824918737,1861.7407480629643,782.201231193718
351,Wychavon,2498.6144924422097,11280.210599999995,1577.8941270641612,4259.0530479948175,33.34908907828334,3555.4198360515747,-270.54141508221375,183.3635688339797,2066.269961444716,538.6072914240061,8948.741465873207,1020.725749596708
352,Wyre Forest,596.8038134953996,3321.8646000000003,975.9979001601616,3301.9857768074176,50.78397382745591,1637.469684905454,-390.7853196593857,99.93881923031059,1693.5460887248767,376.49381201604257,2655.0331813054922,770.3826159548471
353,Barnsley,1425.3832944688327,5594.319199999999,2113.2197216013506,7691.893710705008,84.05176588906478,6749.468030898695,-317.079765257828,118.25510724982539,3999.4000010635245,762.65494976949,7876.27712660959,1357.7363257401648
354,Bradford,1413.0933474643693,6229.136599999999,4944.917784111514,16937.317757863366,130.98633200828067,9300.814480584511,-79.29690177189222,91.5919685004406,8989.732473634915,2519.1610848948562,10342.155053858056,2617.822970203032
355,Calderdale,930.2401194282182,6187.333599999998,1941.411751113848,7433.744370561388,67.0694062102046,4538.741897613831,-54.844241076047254,119.45964723804136,3486.2648081088455,891.3452062607645,6795.366207770806,1934.6294281182245
356,Craven,5134.707461575468,20039.724100000003,629.6332924673732,2360.534914871913,10.723444198084552,1081.4284805911195,251.6209773093531,225.8796848448016,952.7169279472286,171.31165154077001,2703.34375734257,308.2937661461455
357,Doncaster,1599.0065606773999,9665.372099999999,3247.072278277397,9748.732952224665,76.02734917839685,6874.407480906668,2117.27725891304,143.28931136434113,5140.020291696147,1421.2004086795587,15131.981570518958,3085.7697007337747
358,East Riding of Yorkshire,10249.220183508807,42416.64900000001,3442.598367200613,13087.269258168908,26.380315017581683,17936.954063696678,2754.4625372603946,196.14049019063594,5715.0721727198,1197.5048584288957,14056.81128221257,3096.6243089461223
359,Hambleton,7773.85923255886,22290.8794,1026.1418962648063,3825.058758086741,17.37542023520851,1995.9665737123155,-109.91931626757956,255.66174481633607,1516.8614225327722,481.93900216093215,7209.265719061964,580.8291336779946
360,Harrogate,6752.88565676314,22255.174299999995,2275.2829441224562,6503.79394269734,21.879306734706674,2154.3481097824856,-436.1914512996673,180.48240255862552,2705.3649745884272,1438.3281994593012,9061.410460005663,892.9530175316825
361,"Kingston upon Hull, City of",83.25691918529832,1385.4557999999997,3249.4223516034913,7791.14129043969,326.0356762706454,6539.314359996062,98.9077513279332,102.59673817996241,4419.321988017407,1327.6656057090433,5633.851504719526,1847.500140318248
362,Kirklees,1656.5835362411315,6945.377199999998,4483.771112892722,14170.944099942715,102.6142210637413,7733.715087961648,-273.2383770505834,99.08710091334643,7233.769404404749,1297.354497311994,11469.419166903717,1384.655074141869
363,Leeds,1460.2995756554915,9379.0156,11120.978751583485,25144.994189294826,157.91284832649995,12529.287978479108,-366.2357011805443,114.06551553008363,13069.20214824731,4387.540996263428,27444.434178075662,5400.2922609271645
364,North East Lincolnshire,318.5043460867686,3445.264200000001,2693.9970400449674,5450.406594642905,137.23586954613418,13571.122837409075,73.91553741534716,175.0079504734848,2701.598164252049,661.3083854002784,4203.97653328543,839.3468611956048
365,North Lincolnshire,2923.7200898089854,14886.636499999997,1951.0610448736973,5921.452694313626,175.98045702199016,129639.01619094651,1612.0854065057697,923.9959795482855,2845.8732861843946,363.93773513938686,8039.997792490087,3652.087562994889
366,Richmondshire,4565.814868626057,22418.025799999996,858.8685091889928,2087.8084027493805,9.491698013566213,500.40058152464496,396.45312483117647,241.32430578893718,881.9131938421228,220.67385469077388,3612.91767568903,273.8353917550126
367,Rotherham,643.6408251313818,4871.083100000003,2860.3423827638494,8354.413110660134,116.4056232341823,8379.468039534888,-155.56212347933817,128.36923842957947,4433.41420323733,1073.4154071937428,10116.871737782281,2081.614389883221
368,Ryedale,5692.519784795259,25612.092900000003,509.68521502154056,2304.8677601134427,8.389006992108502,1909.8961990415992,-1885.6055508288214,238.7208945860064,902.4269366534119,538.0402930650826,3233.699693479342,335.7216888791739
369,Scarborough,3139.3857728093985,14033.586700000003,1254.0151228508175,4359.507360915784,17.586031849270864,2566.630258021862,-664.8287546604972,133.27055214255063,1852.3363686641878,422.9191848343372,2800.010549489888,639.7194860739385
370,Selby,2159.3588977816585,10237.794400000002,912.5794287040643,3195.613204385896,32.76369447051104,6856.0042952961685,-25.943271975946622,232.7167585412185,1452.8333057036007,195.65314520496335,5893.710360945714,544.0808675109496
371,Sheffield,764.2413146711602,6254.813399999997,7975.425652876906,17158.808470054224,148.4184944697345,10930.638872555157,-215.40643070860756,99.84560085292267,9340.579915532622,2769.72707620019,11406.477142963657,3817.734255335637
372,Wakefield,855.5686103091526,5756.536600000001,4413.7150400830515,10734.765687054474,127.06545492310758,9633.743065724617,-95.99390129907863,129.55667599007165,5680.795886975561,1552.2739407718238,13195.590319118885,2737.2161712087914
373,York,1011.5584552287576,4624.2516,2912.510526749557,6569.719859891024,72.6654967471033,2258.6312109297246,23.312243781715782,100.54691838892938,3359.064809898559,975.6173627506372,5287.5807782726,727.160126959943
